PC1.PV,FC3.PV,LC1.PV,FC1.PV,FC4.PV,TC1.PV,FC6.PV,PC2.PV,LC3.PV,FC5.PV,LC2.PV,FC8.PV,TC2.PV,FC7.PV,PC1.OP,FC3.OP,LC1.OP,FC1.OP,FC4.OP,TC1.OP,FC6.OP,PC2.OP,LC3.OP,FC5.OP,LC2.OP,FC8.OP,TC2.OP,FC7.OP,TI1.PV,TI2.PV,FI1.PV,PI1.PV,TI5.PV,TI4.PV,TI6.PV,FI5.PV,TI3.PV,FI4.PV,TI8.PV,TI7.PV,PI2.PV,FI3.PV,LI1.PV,FC3.SP,FC1.SP,FC6.SP,FC5.SP,FC8.SP
4.2061,6208.1,58.841,6.995,11.455,108.88,1792.2,7.6691,42.177,4.065,42.776,0.83244,65.872,707.73,59.278,25.104,39.25,18.622,12.674,18.621,39.097,39.222,58.917,45.111,10.333,7.0903,13.159,61.917,67.527,62.996,30.445,31.175,91.288,99.705,117.41,8.6449,14.626,2.3855,88.621,91.54,1.5759,2.3315,76.733,6198,7.0007,1768.2,4.0636,0.83695
4.1783,6195.9,58.917,7.1299,11.354,108.93,1731.9,7.6667,41.906,4.0876,42.7,0.83244,65.918,707.34,59.556,25.205,39,18.035,12.75,18.532,39.563,39.389,58.222,44.389,10.167,7.1007,13.009,61.979,67.527,62.996,33.684,31.189,91.33,99.746,117.46,8.141,14.626,2.383,88.662,91.54,1.579,2.3451,76.702,6221.9,6.9752,1742.6,4.0553,0.83419
4.2145,6208.1,58.99,7.1299,11.404,108.93,1732.8,7.6653,41.92,4.065,42.769,0.83244,65.918,705.49,59.194,25.063,38.833,17.087,12.722,18.527,39.503,39.444,58.292,44.722,10.278,7.1493,13.014,62.063,67.527,62.996,30.572,31.14,91.372,99.83,117.46,8.4589,14.626,2.3832,88.704,91.59,1.5665,2.3712,76.702,6190.8,6.9582,1745.2,4.0546,0.83432
4.2256,6195.9,58.667,7.1193,11.436,108.93,1744.4,7.698,41.896,4.08,42.651,0.83051,65.965,709.17,59.083,25.08,39.75,17.146,12.677,18.523,39.271,40.222,58.222,44.333,10,7.1424,12.86,62.031,67.574,62.996,30.992,31.165,91.413,99.871,117.46,8.4624,14.626,2.3823,88.704,91.59,1.5727,2.302,76.671,6181.2,7.0517,1742.6,4.0539,0.83157
4.1978,6183.9,59.167,7.1228,11.34,109.01,1737.4,7.7136,42.08,4.0727,42.641,0.83438,66.012,707.34,59.361,25.194,38.25,15.691,12.785,18.351,39.698,40.722,58.639,44,10,7.0243,12.705,62.135,67.527,62.996,32.014,31.161,91.455,99.913,117.51,7.9043,14.626,2.3773,88.704,91.59,1.5727,2.3277,76.671,6205.1,6.8988,1758,4.0365,0.82869
4.2256,6192,58.688,7.1193,11.372,109.09,1759.8,7.7164,42.056,4.08,42.783,0.83051,66.012,707.63,59.083,25.087,39.75,15.458,12.788,18.179,39.309,40.944,58.639,43.278,10.278,7.0243,12.705,62.191,67.574,62.996,30.677,31.172,91.455,99.996,117.51,8.47,14.595,2.3801,88.704,91.59,1.5727,2.3507,76.64,6181.2,7.0517,1758,4.0198,0.82869
4.2089,6195.9,58.817,7.1122,11.392,109.14,1735.9,7.722,41.733,4.0727,42.641,0.83051,66.059,705.49,59.222,25.087,39.333,14.764,12.764,18.089,39.115,41.278,57.806,43.056,10,6.9063,12.547,62.271,67.527,62.996,33.536,31.158,91.497,100.04,117.55,8.3215,14.595,2.3852,88.704,91.59,1.5633,2.2916,76.64,6193.2,7.0092,1727.3,4.0108,0.82594
4.2034,6204.2,58.834,7.0984,11.379,109.14,1712.1,7.6677,41.698,4.0501,42.61,0.83244,66.012,708.72,59.278,25.104,39.333,14.344,12.806,18.077,39.212,40.389,57.667,43.111,9.8889,6.8333,12.702,62.257,67.527,62.996,30.33,31.116,91.538,99.996,117.51,8.8247,14.595,2.3862,88.704,91.59,1.5759,2.3201,76.609,6198,7.0092,1722.2,4.0094,0.82869
4.2034,6206,58.74,7.0453,11.398,109.1,1706.3,7.6132,41.573,4.08,42.71,0.83244,65.918,702.94,59.278,25.087,39.583,14.375,12.774,18.154,38.903,39.333,57.25,42.5,10.056,6.9167,13.017,62.427,67.527,62.955,31.582,31.109,91.538,99.996,117.46,8.8816,14.595,2.3858,88.704,91.59,1.5633,2.3548,76.578,6198,7.0347,1706.9,4.017,0.83432
4.2061,6187.8,58.574,6.8998,11.411,109.01,1722.3,7.5061,41.795,4.08,42.689,0.83438,65.918,707.5,59.25,25.153,40.083,14.979,12.743,18.316,39.059,37.167,57.806,42.556,10,6.9167,13.021,62.392,67.527,62.996,32.29,31.12,91.538,99.996,117.36,8.4631,14.595,2.3874,88.662,91.54,1.5665,2.2985,76.578,6195.6,7.0856,1727.3,4.033,0.83444
4.2034,6216.2,58.931,6.8924,11.385,108.89,1744.2,7.4512,42.149,4.0501,42.63,0.83051,65.872,706.61,59.278,25.08,39.083,15.476,12.767,18.559,39.444,35.833,58.708,43.5,9.8889,7.0903,13.183,62.458,67.527,62.996,31.429,31.144,91.497,99.83,117.18,8.7816,14.595,2.3849,88.704,91.54,1.5665,2.3517,76.547,6198,6.9837,1760.5,4.0574,0.83732
4.2089,6209.9,58.844,6.8924,11.449,108.8,1780.5,7.4529,42.271,4.0428,42.627,0.83051,65.872,708.72,59.222,25.087,39.25,16.052,12.701,18.725,39.212,35.611,59.056,43.889,9.8333,7.191,13.19,62.431,67.527,62.955,30.011,31.144,91.455,99.746,117.13,9.2231,14.564,2.3835,88.662,91.54,1.5446,2.3594,76.547,6193.2,7.0007,1773.3,4.0657,0.83745
4.1728,6206,58.848,6.9037,11.354,108.76,1778.9,7.4658,42.576,4.0428,42.682,0.83438,65.825,710.13,59.583,25.236,39.333,17.049,12.799,18.804,40.146,35.611,59.889,44.333,9.9444,7.316,13.356,62.441,67.527,62.996,32.443,31.13,91.372,99.746,117.08,8.5193,14.564,2.3788,88.662,91.54,1.5602,2.3208,76.547,6224.2,7.0092,1804,4.0817,0.84045
4.17,6220.1,58.983,6.8963,11.372,108.76,1754.9,7.5134,42.066,4.0727,42.471,0.83244,65.825,706.07,59.639,25.205,38.833,17.549,12.795,18.801,39.681,36.389,58.569,43.778,9.5556,7.5104,13.366,62.552,67.527,62.996,31.162,31.13,91.372,99.663,117.08,8.4186,14.564,2.3876,88.662,91.54,1.5571,2.3587,76.516,6229,6.9582,1755.4,4.0817,0.84057
4.1895,6209.9,58.82,6.9182,11.404,108.76,1784.7,7.5155,42.281,4.0727,42.648,0.83244,65.778,708.18,59.444,25.205,39.333,18.299,12.778,18.799,39.389,36.278,59.125,43.944,9.8333,7.7431,13.533,62.549,67.527,62.955,30.907,31.158,91.372,99.663,117.13,8.8045,14.564,2.3812,88.662,91.54,1.554,2.3545,76.516,6212.3,7.0092,1775.9,4.0817,0.84357
4.1783,6209.9,58.567,6.9515,11.36,108.85,1753.6,7.5544,42.125,4.0577,42.516,0.83438,65.825,708.62,59.556,25.253,40.083,18.913,12.806,18.629,39.854,36.944,58.847,43.889,9.5556,7.8611,13.388,62.545,67.527,62.996,32.026,31.14,91.372,99.746,117.18,8.3381,14.564,2.3813,88.704,91.54,1.5477,2.3437,76.484,6221.9,7.0856,1765.6,4.0643,0.84107
4.2061,6216.2,58.539,7.0163,11.462,108.89,1761.7,7.5662,41.986,4.0577,42.537,0.83244,65.965,711.54,59.278,25.139,40.333,19.063,12.694,18.543,39.351,37.111,58.431,43.889,9.6111,7.8194,12.924,62.486,67.527,62.996,30.962,31.165,91.372,99.746,117.22,8.4554,14.533,2.3862,88.662,91.54,1.5571,2.3183,76.484,6198,7.1111,1750.3,4.0643,0.83269
4.2145,6216.2,58.664,7.0559,11.436,108.93,1767.7,7.5958,42.271,4.065,42.592,0.83244,66.059,714.58,59.222,25.122,39.917,18.826,12.684,18.456,39.854,37.667,59.194,43.444,9.6667,7.6528,12.611,62.441,67.574,62.955,33.218,31.161,91.413,99.83,117.22,8.901,14.533,2.3914,88.662,91.54,1.5602,2.3166,76.453,6193.2,7.0686,1778.4,4.0476,0.82707
4.17,6216.2,58.712,7.2063,11.392,108.93,1799.9,7.642,42.205,4.0577,42.53,0.83626,66.059,708.62,59.667,25.264,39.75,18.083,12.75,18.453,39.253,38.611,59.056,43.5,9.5556,7.441,12.607,62.566,67.574,62.996,30.186,31.186,91.455,99.83,117.32,8.4839,14.533,2.4002,88.662,91.54,1.5602,2.3086,76.453,6231.4,7.0517,1775.9,4.0469,0.82694
4.2312,6218,58.688,7.1922,11.36,109.05,1736,7.6733,41.934,4.0577,42.551,0.83438,66.012,708.33,59.056,25.052,39.917,17.469,12.771,18.198,39.736,39.333,58.361,42.778,9.5556,7.3854,12.762,62.576,67.574,62.955,33.12,31.22,91.497,99.996,117.36,8.5033,14.533,2.4082,88.662,91.54,1.5633,2.376,76.422,6178.9,7.0686,1747.8,4.0212,0.82969
4.195,6218,58.803,7.189,11.385,109.1,1715.5,7.6834,41.625,4.0501,42.464,0.83626,65.872,711.54,59.417,25.153,39.5,16.58,12.774,18.108,39.292,39.722,57.528,42.611,9.3333,7.441,13.235,62.514,67.574,62.996,30.474,31.217,91.538,99.996,117.41,8.3118,14.533,2.4137,88.621,91.54,1.5633,2.3684,76.422,6209.9,7.0262,1717.1,4.0122,0.8382
4.2312,6202.2,58.876,7.189,11.487,109.14,1726.9,7.6712,41.639,4.0428,42.45,0.8382,65.778,713.59,59.056,25.087,39.333,15.438,12.656,18.015,38.92,39.556,57.528,42.278,9.3333,7.5833,13.558,62.479,67.574,62.955,31.689,31.192,91.58,100.12,117.46,8.1667,14.533,2.4262,88.621,91.54,1.5759,2.3232,76.391,6178.9,7.0092,1717.1,4.0031,0.84407
4.2089,6208.1,58.716,7.1819,11.392,109.14,1731.4,7.6938,41.962,4.0275,42.38,0.8382,65.59,710.96,59.278,25.122,39.833,14.823,12.74,18.008,39.524,40.111,58.361,42.278,9.1111,7.9618,14.199,62.524,67.574,62.955,32.698,31.186,91.622,100.16,117.46,8.504,14.533,2.4425,88.662,91.54,1.5915,2.2968,76.391,6198,7.0602,1747.8,3.9941,0.85558
4.2312,6209.9,58.476,7.0701,11.392,109.18,1757.5,7.7233,41.899,4.0275,42.394,0.84195,65.403,709.84,59.056,25.063,40.583,14.688,12.764,17.917,38.979,40.944,58.222,42.111,9.1667,8.4792,14.852,62.552,67.574,62.955,29.754,31.175,91.663,100.21,117.51,8.6505,14.501,2.4308,88.662,91.59,1.6103,2.2895,76.36,6178.9,7.1366,1745.2,3.9934,0.86733
4.1978,6194.1,59.046,7.0559,11.449,109.26,1704.9,7.7341,41.618,4.0122,42.488,0.84745,65.403,709.69,59.389,25.205,38.833,14.219,12.681,17.742,39.253,41.389,57.458,41.889,9.2778,8.8715,14.89,62.583,67.621,62.996,31.438,31.172,91.663,100.33,117.55,8.6401,14.501,2.3895,88.746,91.64,1.6134,2.3263,76.36,6207.5,6.9582,1714.5,3.976,0.86795
4.2173,6208.1,59.011,7.0343,11.379,109.3,1714.5,7.6966,41.649,3.9965,42.478,0.85107,65.684,707.21,59.167,25.063,38.917,13.983,12.757,17.649,39.017,40.778,57.528,41.833,9.2778,8.7535,13.977,62.656,67.621,62.996,33.672,31.154,91.747,100.33,117.55,8.2389,14.501,2.3775,88.787,91.64,1.629,2.3315,76.329,6188.4,6.9667,1717.1,3.9663,0.85445
4.2089,6206,59.067,7.0095,11.365,109.3,1722.2,7.6827,41.639,3.9965,42.373,0.84926,65.872,720.91,59.25,25.094,38.833,14.118,12.816,17.64,38.962,40.667,57.389,41.722,9,8.4965,13.363,62.361,67.621,62.996,29.315,31.14,91.705,100.33,117.51,8.6491,14.501,2.3611,88.829,91.68,1.5946,2.3378,76.329,6195.6,6.9582,1717.1,3.9656,0.84057
4.2256,6208.1,58.806,6.9986,11.417,109.26,1735.5,7.6292,41.684,3.9812,42.415,0.85107,66.106,710.68,59.083,25.028,39.583,14.646,12.743,17.712,38.632,39.667,57.528,42.056,9.1111,7.8924,12.58,62.583,67.621,62.996,32.106,31.172,91.705,100.29,117.46,8.5477,14.501,2.3619,88.787,91.64,1.5665,2.3166,76.298,6181.2,7.0347,1717.1,3.9726,0.82644
4.2089,6208.1,58.851,7.0021,11.392,109.18,1713.8,7.5093,41.601,3.9812,42.335,0.84745,66.293,712.24,59.25,25.069,39.583,15.34,12.788,17.87,38.865,37.222,57.319,42.278,8.8889,7.2083,11.943,62.531,67.621,62.996,30.943,31.154,91.663,100.21,117.36,8.5366,14.47,2.373,88.787,91.59,1.5446,2.3274,76.298,6195.6,7.0347,1712,3.9885,0.81506
4.2256,6189.9,58.848,7.0056,11.474,109.1,1758.1,7.4429,42.292,3.9812,42.464,0.84195,66.387,708.02,59.056,25.087,39.5,15.319,12.677,18.03,39.427,35.667,59.056,42.722,9.1111,6.566,11.611,62.615,67.621,62.996,31.741,31.165,91.622,100.12,117.18,8.9815,14.47,2.3988,88.746,91.54,1.5383,2.3222,76.267,6178.9,7.0262,1773.3,4.0045,0.80906
4.2145,6194.1,58.501,7.0095,11.404,108.93,1740.9,7.4456,42.177,3.9812,42.387,0.83438,66.34,709.01,59.167,25.122,40.583,16.375,12.726,18.357,39.778,35.444,58.778,43.556,8.9444,6.1146,11.746,62.594,67.621,62.996,32.788,31.175,91.538,99.996,117.08,8.6685,14.47,2.4417,88.704,91.54,1.5446,2.3055,76.267,6188.4,7.1281,1763.1,4.0372,0.80869
4.1756,6199.8,58.646,7.0127,11.411,108.93,1752.1,7.4707,42.247,3.9812,42.464,0.83438,66.012,708.33,59.583,25.253,40.167,16.795,12.712,18.353,39.854,35.722,58.986,43.833,9.0556,6.1632,12.83,62.58,67.621,62.996,30.764,31.168,91.497,99.955,117.08,8.3298,14.47,2.4422,88.662,91.5,1.5164,2.3242,76.236,6224.2,7.0941,1770.8,4.0372,0.82819
4.2173,6212.3,58.445,7.0056,11.468,108.93,1784,7.4748,42.396,3.9653,42.429,0.83626,65.918,710.29,59.167,25.08,40.75,17.802,12.628,18.348,39.66,35.611,59.403,44.333,9,6.2639,13.145,62.542,67.621,62.996,31.662,31.206,91.497,99.913,117.08,8.8649,14.439,2.4392,88.662,91.5,1.5321,2.3249,76.236,6188.4,7.1536,1786.1,4.0365,0.8367
4.1811,6209.9,58.494,7.0237,11.436,108.93,1793.8,7.5152,42.545,3.9736,42.363,0.8382,65.872,712.24,59.639,25.212,40.833,18.444,12.632,18.344,39.816,36.222,59.819,44.444,8.8333,6.3056,13.307,62.49,67.621,62.955,33.42,31.234,91.455,99.913,117.13,8.7011,14.439,2.4442,88.662,91.5,1.5383,2.3785,76.205,6219.5,7.1621,1798.9,4.0365,0.83957
4.1978,6220.1,58.396,7.0272,11.449,108.97,1790.9,7.5791,42.156,3.9965,42.349,0.8382,65.731,712.24,59.361,25.139,41,18.944,12.618,18.256,39.253,37.389,58.917,44,8.7778,6.5069,13.786,62.479,67.621,62.996,28.959,31.258,91.455,99.996,117.18,8.9892,14.439,2.4589,88.662,91.5,1.554,2.3329,76.174,6205.1,7.1791,1768.2,4.0275,0.84532
4.2034,6202.2,58.914,7.063,11.43,109.05,1748.6,7.5975,42.156,3.9653,42.252,0.83438,65.59,709.58,59.306,25.181,39.417,18.455,12.594,18.086,39.913,37.778,58.917,44.389,8.5556,7.066,14.275,62.545,67.621,62.996,33.567,31.293,91.455,100.08,117.27,8.6428,14.439,2.4421,88.662,91.54,1.5727,2.3322,76.174,6200.4,7.0177,1763.1,4.0101,0.85695
4.1922,6208.1,58.601,7.0913,11.379,109.1,1780.1,7.6128,42.167,3.9812,42.363,0.83438,65.543,712.08,59.444,25.212,40.417,18.826,12.653,17.996,39.427,38.056,58.917,44,8.7222,7.6007,14.457,62.483,67.621,62.996,32.217,31.311,91.538,100.08,117.27,8.7275,14.408,2.4332,88.704,91.54,1.5727,2.2937,76.174,6212.3,7.0856,1768.2,4.0011,0.8602
4.2061,6195.9,58.608,7.109,11.455,109.18,1751.2,7.6479,42.007,3.9965,42.377,0.84007,65.543,719.4,59.306,25.17,40.417,19.101,12.594,17.823,39.622,38.833,58.5,43.556,8.7222,7.9618,14.482,62.309,67.668,62.996,31.908,31.311,91.58,100.25,117.32,7.921,14.408,2.4255,88.704,91.54,1.579,2.3656,76.143,6190.8,7.1451,1755.4,3.992,0.8607
4.2089,6204.2,58.605,7.1543,11.411,109.18,1749.7,7.6754,41.917,3.9812,42.301,0.84195,65.543,708.62,59.25,25.163,40.5,18.944,12.628,17.815,39.406,39.444,58.292,43.5,8.5,8.2778,14.505,62.514,67.668,62.996,31.342,31.286,91.622,100.29,117.36,8.7497,14.408,2.4385,88.746,91.59,1.579,2.3288,76.111,6195.6,7.1281,1745.2,3.9746,0.86108
4.2284,6206,58.594,7.1649,11.411,109.26,1734.1,7.6976,41.833,3.9812,42.29,0.84564,65.497,711.25,59.056,25.063,40.5,18.826,12.608,17.642,39.465,40.056,58.083,43.167,8.5,8.7049,14.692,62.462,67.668,62.955,31.368,31.338,91.663,100.33,117.41,8.824,14.408,2.4005,88.787,91.59,1.5915,2.326,76.111,6178.9,7.1281,1737.5,3.9656,0.86733
4.1978,6181.8,58.664,7.1716,11.404,109.3,1743.2,7.6907,41.604,3.9892,42.412,0.84926,65.731,708.85,59.361,25.205,40.25,18.438,12.615,17.55,38.632,40.056,57.528,42.722,8.6667,8.6111,13.933,62.493,67.715,62.996,31.761,31.331,91.705,100.37,117.46,8.6401,14.408,2.3879,88.787,91.59,1.5915,2.3382,76.111,6195.6,7.1111,1714.5,3.9566,0.85358
4.2173,6206,58.306,7.1752,11.379,109.3,1746.6,7.6969,41.83,3.9965,42.353,0.85107,65.965,712.08,59.167,25.104,41.417,18.632,12.642,17.54,38.941,40.278,58.014,42.389,8.5556,8.2292,13.161,62.42,67.715,62.996,32.472,31.345,91.705,100.41,117.46,8.7705,14.376,2.3879,88.787,91.59,1.5884,2.3382,76.08,6188.4,7.2215,1735,3.9559,0.83695
4.2256,6198,58.442,7.1716,11.36,109.34,1728.1,7.7296,41.729,3.9812,42.189,0.84745,66.059,713.36,59.083,25.111,41,18.806,12.705,17.45,38.979,41.167,57.736,42.389,8.1667,7.8924,12.847,62.382,67.715,63.038,30.016,31.383,91.747,100.41,117.51,8.5137,14.376,2.3858,88.787,91.59,1.5852,2.3024,76.08,6181.2,7.1791,1724.8,3.9461,0.83132
4.2006,6194.1,58.754,7.1752,11.462,109.35,1727.3,7.7578,41.646,3.9965,42.276,0.84926,66.153,709.3,59.333,25.212,40.083,18.222,12.59,17.437,38.785,42,57.528,41.667,8.3333,7.3576,12.527,62.455,67.762,62.996,31.099,31.387,91.788,100.5,117.55,8.7657,14.376,2.3877,88.746,91.59,1.5759,2.351,76.049,6202.7,7.0856,1717.1,3.9371,0.82557
4.2228,6208.1,58.386,7.1752,11.385,109.43,1693.4,7.731,41.365,3.9736,42.373,0.84564,66.2,707.89,59.111,25.094,41.25,18.493,12.653,17.259,38.844,41.722,56.764,41.722,8.5,6.941,12.361,62.462,67.762,63.08,33.073,31.38,91.83,100.54,117.6,8.858,14.376,2.4013,88.746,91.59,1.5665,2.3368,76.049,6183.6,7.1961,1689,3.9274,0.82257
4.2228,6198,58.317,7.1716,11.417,109.39,1718.7,7.6465,41.674,3.9576,42.245,0.84007,66.106,710.42,59.083,25.111,41.5,18.74,12.66,17.332,38.806,40.167,57.528,41.944,8.1667,6.691,12.664,62.396,67.809,62.996,29.629,31.408,91.83,100.54,117.51,8.538,14.345,2.4147,88.746,91.59,1.5821,2.342,76.018,6178.9,7.23,1717.1,3.935,0.82519
4.2034,6212.3,58.622,7.1787,11.424,109.35,1702.8,7.5986,41.531,3.9576,42.297,0.84382,65.965,712.37,59.278,25.128,40.583,18.465,12.628,17.405,38.729,39.222,57.111,42,8.2778,6.625,13.132,62.313,67.809,63.038,32.318,31.397,91.83,100.5,117.41,8.7192,14.345,2.4212,88.746,91.59,1.5727,2.3006,76.018,6198,7.1366,1701.7,3.942,0.83645
4.2061,6206,58.449,7.1819,11.411,109.3,1756.1,7.5391,42.063,3.9496,42.11,0.84382,65.872,713.88,59.25,25.111,41.167,18.74,12.635,17.479,38.903,38,58.431,42.278,7.8889,6.625,13.449,62.267,67.809,63.038,32.871,31.439,91.83,100.41,117.32,8.9552,14.345,2.4437,88.746,91.59,1.5884,2.2777,75.987,6188.4,7.1961,1750.3,3.9496,0.84207
4.2173,6194.1,58.171,7.1752,11.443,109.22,1758.1,7.5277,42.101,3.9653,42.182,0.84382,65.731,713.07,59.139,25.146,42,19.198,12.604,17.637,39.076,37.667,58.5,42.278,8,6.8229,13.93,62.25,67.809,62.996,31.627,31.449,91.788,100.33,117.27,8.7976,14.345,2.4364,88.746,91.59,1.5633,2.2905,75.987,6186,7.281,1752.9,3.9656,0.8507
4.1922,6192,58.414,7.1922,11.392,109.18,1785.3,7.5103,42.528,3.9576,42.408,0.84564,65.778,715.42,59.389,25.253,41.25,18.906,12.646,17.713,39.524,37.111,59.611,42.722,8.3889,6.875,13.787,62.174,67.856,63.08,31.859,31.436,91.705,100.29,117.22,8.4985,14.314,2.4361,88.746,91.59,1.5602,2.2805,75.956,6207.5,7.2215,1791.2,3.9726,0.8482
4.1922,6195.9,57.869,7.1957,11.34,109.14,1814.8,7.5148,42.618,3.9653,42.207,0.84382,65.778,712.92,59.389,25.222,43,19.861,12.712,17.789,39.503,37.111,59.889,42.778,7.9444,6.9826,13.8,62.188,67.856,63.038,31.337,31.484,91.705,100.25,117.18,8.3985,14.314,2.4508,88.746,91.54,1.5665,2.2905,75.956,6207.5,7.3829,1804,3.9802,0.84845
4.1978,6209.9,57.997,7.281,11.398,109.14,1784.8,7.4947,42.493,3.9496,42.21,0.84564,65.684,713.2,59.333,25.163,42.583,19.375,12.67,17.781,40.049,36.556,59.681,43.222,7.9444,7.184,14.128,62.149,67.856,63.08,30.579,31.477,91.663,100.21,117.18,8.7983,14.314,2.4396,88.746,91.54,1.554,2.2895,75.956,6202.7,7.3405,1796.3,3.9795,0.85433
4.1867,6206,58.455,7.2909,11.424,109.1,1821.7,7.4526,42.917,3.9416,42.325,0.84382,65.684,713.07,59.472,25.253,41.333,18.649,12.635,17.858,40.34,35.5,60.722,43.778,8.1111,7.4097,14.145,62.115,67.902,63.08,31.984,31.481,91.622,100.21,117.13,8.6866,14.314,2.4534,88.787,91.54,1.5602,2.2707,75.925,6214.7,7.213,1834.6,3.9872,0.85458
4.1811,6216.2,58.341,7.2944,11.436,109.05,1843.2,7.4578,42.74,3.9336,42.186,0.84382,65.59,714.87,59.528,25.236,41.667,18.455,12.601,17.935,39.833,35.278,60.444,44.333,7.8333,7.7674,14.479,62.045,67.902,63.08,32.292,31.515,91.622,100.16,117.08,8.7927,14.283,2.4354,88.787,91.54,1.5477,2.2996,75.894,6219.5,7.247,1824.4,3.9948,0.86058
4.17,6202.2,58.042,7.2976,11.372,109.05,1863.9,7.4696,43.017,3.9336,42.346,0.84564,65.731,713.59,59.639,25.33,42.083,18.563,12.667,17.929,40.108,35.333,61.139,44.611,8.1111,7.8264,14.028,62.031,67.949,63.08,32.769,31.512,91.622,100.16,117.08,8.3659,14.283,2.4541,88.787,91.54,1.5446,2.2752,75.894,6229,7.2895,1852.5,3.9948,0.85257
4.2006,6222.2,58.64,7.2842,11.417,109.1,1865.6,7.4981,43.153,3.9416,42.169,0.84564,65.684,712.92,59.361,25.212,42.083,18.601,12.611,17.839,40.417,35.722,61.625,44.444,7.7222,8.0278,14.201,62.017,67.949,63.08,31.594,31.543,91.705,100.29,117.08,8.4915,14.283,2.4475,88.746,91.54,1.5289,2.2898,75.863,6205.1,7.2895,1865.3,3.9858,0.85558
4.1811,6220.1,46.434,7.2842,11.392,109.22,1840,7.5711,42.608,3.9256,42.28,0.84745,65.731,715.42,59.556,25.278,42.083,18.573,12.628,17.582,40.01,37.056,60.375,44.667,7.9444,8.0764,14.06,61.903,67.949,63.08,31.434,31.484,91.788,100.41,117.18,8.4214,14.283,2.469,88.746,91.5,1.5414,2.2944,75.863,6221.9,7.2895,1821.9,3.9677,0.85307
4.2061,6216.2,47,7.2944,11.424,109.35,1824.5,7.6121,42.406,3.9416,42.273,0.85282,65.59,715.7,59.306,25.188,42.083,18.524,12.597,17.323,39.816,37.833,59.819,43.611,7.8333,8.2431,14.548,61.851,67.996,63.08,32.061,31.446,91.955,100.58,117.22,8.1598,14.283,2.479,88.746,91.5,1.5571,2.2679,75.832,6200.4,7.2895,1801.4,3.9336,0.86195
4.2645,6195.9,46.184,7.2842,11.372,109.47,1789.8,7.6385,41.955,3.9416,42.151,0.85645,65.543,711.25,58.722,24.997,42.083,18.563,12.656,17.062,39.465,38.389,58.847,42.944,7.5556,8.4271,14.729,61.906,68.043,63.121,32.215,31.439,92.122,100.83,117.32,8.9059,14.283,2.4759,88.746,91.54,1.5852,2.2565,75.832,6150.2,7.2895,1765.6,3.9072,0.8652
4.2645,6161.5,45.604,7.2944,11.43,109.6,1766.3,7.6396,42.156,3.9416,42.099,0.85464,65.59,711.54,58.667,25.01,42.083,18.535,12.628,16.799,40.049,38.5,59.333,42.278,7.4444,8.5625,14.595,61.837,68.137,63.121,33.113,31.418,92.288,101,117.36,8.2278,14.251,2.4713,88.787,91.59,1.5915,2.2523,75.801,6145.4,7.2895,1778.4,3.8815,0.8627
4.2089,6155.3,45.413,7.2842,11.365,109.68,1756.4,7.6399,41.892,3.9416,42.148,0.85814,65.637,712.63,59.194,25.17,42.083,18.573,12.712,16.619,39.719,38.556,58.639,41.556,7.5,8.5868,14.461,61.785,68.184,63.163,31.386,31.408,92.497,101.21,117.36,7.7725,14.251,2.4628,88.871,91.59,1.5978,2.2158,75.801,6190.8,7.2895,1758,3.8634,0.86033
4.2145,6169.6,45.569,7.2909,11.462,109.8,1735.5,7.6201,41.722,3.9176,42.13,0.85645,65.684,715.83,59.111,25.122,42.083,18.552,12.597,16.353,39.563,38.222,58.153,41.333,7.3889,8.6458,14.325,61.684,68.231,63.205,32.448,31.425,92.663,101.37,117.36,8.5852,14.251,2.4563,88.912,91.64,1.604,2.2224,75.801,6183.6,7.2895,1740.1,3.8454,0.85783
4.2034,6171.7,56.462,7.2944,11.404,109.85,1729.6,7.5822,41.712,3.893,42.03,0.85814,65.731,715.7,59.222,25.181,42.083,18.524,12.681,16.254,39.542,37.444,58.153,41.167,7.2222,8.5799,14.184,61.653,68.231,63.205,33.111,31.442,92.788,101.5,117.36,8.5693,14.251,2.4539,88.912,91.64,1.5821,2.2116,75.676,6193.2,7.2895,1740.1,3.8266,0.85533
4.2173,6198,58.06,7.2842,11.411,109.89,1748.1,7.5468,41.556,3.8766,42.113,0.85464,65.778,715.1,59.083,25.087,42.083,18.535,12.681,16.151,38.747,36.667,57.736,41,7.3333,8.5451,14.041,61.618,68.231,63.246,32.306,31.425,92.955,101.58,117.32,8.1105,14.251,2.4533,88.912,91.59,1.5508,2.2672,75.77,6181.2,7.2895,1724.8,3.8169,0.85282
4.1922,6177.7,75.116,7.2874,11.411,109.89,1740.7,7.5093,41.799,3.8346,42.078,0.85645,65.825,711.12,59.306,25.247,42.083,18.535,12.694,16.134,39.33,35.778,58.292,41.556,7.1667,8.3785,13.895,61.66,68.231,63.205,31.528,31.484,93.038,101.66,117.22,8.1757,14.251,2.4602,88.912,91.59,1.5602,2.2019,75.739,6200.4,7.2895,1745.2,3.8148,0.8502
4.2339,6175.9,93.95,7.2909,11.34,109.89,1726.7,7.5138,41.653,3.8599,42.224,0.85814,65.825,713.59,58.889,25.104,42.083,18.524,12.774,16.117,39.271,35.778,57.944,40.944,7.5,8.2118,13.906,61.573,68.231,63.163,31.018,31.47,93.08,101.66,117.18,8.5033,14.22,2.475,88.871,91.54,1.5352,2.2933,75.739,6164.5,7.2895,1732.4,3.8127,0.85032
